"","X","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Fuel_TypeDiesel","Fuel_TypePetrol","TransmissionAutomatic","TransmissionManual","Age","Annual_Value_Loss"
"4712",4855,"Skoda Octavia Elegance 2.0 TDI AT","Hyderabad",2014,36000,"First",19.3,1968,141,5,20.9168341708543,16,1,0,1,0,10,0.491683417085427
"4713",4856,"BMW X3 xDrive20d xLine","Kochi",2017,41816,"First",18.56,1995,190,5,20.9168341708543,32.78,1,0,1,0,7,-1.69473797559225
"4714",4857,"Hyundai EON Era Plus","Jaipur",2015,54680,"First",21.1,814,55.2,5,20.9168341708543,2.5,0,1,0,1,9,2.0463149078727
"4715",4858,"Audi A4 35 TDI Technology","Hyderabad",2017,14000,"First",18.25,1968,187.74,5,55.61,43,1,0,1,0,7,1.80142857142857
"4716",4859,"Ford Figo 2015-2019 1.2P Titanium MT","Kochi",2017,23977,"First",18.16,1196,86.8,5,20.9168341708543,5.38,0,1,0,1,7,2.21954773869347
"4717",4860,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2013,30131,"First",20.92,998,67.1,5,20.9168341708543,2.65,0,1,0,1,11,1.66062128825948
"4718",4861,"Maruti Alto 800 2016-2019 VXI","Hyderabad",2017,2530,"First",24.7,796,47.3,5,20.9168341708543,3.3,0,1,0,1,7,2.51669059583632
"4719",4862,"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2015,39000,"First",19.27,2143,167.62,5,20.9168341708543,34,1,0,1,0,9,-1.4536850921273
"4720",4863,"Hyundai Santro D Lite","Chennai",2001,140000,"Third",20.3,1086,68,5,4.55,0.7,0,1,0,1,23,0.167391304347826
"4721",4864,"Hyundai Xcent 1.1 CRDi S","Kochi",2017,32257,"First",24.4,1120,71,5,20.9168341708543,6.83,1,0,0,1,7,2.01240488155061
"4722",4865,"Honda Amaze S i-Dtech","Kochi",2016,46983,"First",25.8,1498,98.6,5,20.9168341708543,5.77,1,0,0,1,8,1.89335427135678
"4723",4866,"Maruti Swift Vdi BSIII","Chennai",2008,107000,"Second",17.8,1248,75,5,20.9168341708543,3.1,1,0,0,1,16,1.11355213567839
"4724",4867,"Volkswagen Polo 1.2 MPI Comfortline","Mumbai",2017,19000,"First",16.2,1199,74,5,20.9168341708543,4.95,0,1,0,1,7,2.28097631012204
"4725",4868,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2013,88000,"First",17.11,1968,174.33,5,20.9168341708543,16.25,1,0,1,0,11,0.424257651895843
"4726",4869,"Land Rover Range Rover 3.6 TDV8 Vogue SE","Coimbatore",2012,84384,"First",10.2,4367,308,7,20.9168341708543,52.54,1,0,1,0,12,-2.63526381909548
"4727",4870,"Mahindra XUV500 W8 2WD","Chennai",2011,128000,"Third",16,2179,140,7,20.9168341708543,6.4,1,0,0,1,13,1.11667955160417
"4728",4871,"Ford Endeavour 2.5L 4X2","Bangalore",2011,71000,"Third",13.1,2499,141,7,20.9168341708543,6.95,1,0,0,1,13,1.07437185929648
"4729",4872,"Tata Indica V2 DLX","Kolkata",2008,50000,"First",17.2,1396,53.5,5,20.9168341708543,0.85,1,0,0,1,16,1.25417713567839
"4730",4873,"Maruti Baleno Alpha","Chennai",2016,16000,"First",21.4,1197,83.1,5,8.8,6.95,0,1,0,1,8,0.23125
"4731",4874,"Hyundai Xcent 1.1 CRDi Base","Kolkata",2017,82000,"First",24.4,1120,71,5,20.9168341708543,3.45,1,0,0,1,7,2.49526202440775
"4732",4875,"Honda Civic 2006-2010 1.8 S MT","Delhi",2008,80000,"First",13.5,1799,130,5,20.9168341708543,2.75,0,1,0,1,16,1.13542713567839
"4733",4876,"Hyundai i20 Sportz Option 1.2","Delhi",2015,36000,"Second",18.6,1197,81.83,5,20.9168341708543,4.95,0,1,0,1,9,1.77409268565047
"4734",4877,"Tata Nexon 1.2 Revotron XZ Plus","Coimbatore",2018,17477,"First",17,1198,108.5,5,11.13,9.62,0,1,0,1,6,0.251666666666667
"4735",4878,"Hyundai i20 Sportz 1.2","Coimbatore",2016,16725,"First",18.6,1197,81.83,5,20.9168341708543,6.79,0,1,0,1,8,1.76585427135678
"4736",4879,"Maruti Swift Dzire ZXI","Mumbai",2014,48241,"First",19.1,1197,85.8,5,20.9168341708543,4.5,0,1,0,1,10,1.64168341708543
"4737",4880,"Maruti Wagon R LXI","Kochi",2014,52431,"First",22.5,998,67.04,5,4.59,3.01,0,1,0,1,10,0.158
"4738",4881,"Hyundai i20 Sportz 1.4 CRDi","Bangalore",2012,68000,"First",21.9,1396,88.76,5,20.9168341708543,4.4,1,0,0,1,12,1.37640284757119
"4739",4882,"Toyota Fortuner 4x2 AT","Hyderabad",2012,158000,"First",12.55,2982,168.5,7,20.9168341708543,17.49,1,0,1,0,12,0.285569514237856
"4740",4883,"Hyundai i10 Sportz","Coimbatore",2014,31446,"First",20.36,1197,78.9,5,20.9168341708543,4.66,0,1,0,1,10,1.62568341708543
"4741",4884,"Hyundai Grand i10 Asta","Chennai",2015,25000,"First",18.9,1197,82,5,20.9168341708543,5.5,0,1,0,1,9,1.71298157453936
"4742",4885,"Hyundai i20 Asta 1.2","Ahmedabad",2016,57000,"First",18.6,1197,81.83,5,20.9168341708543,6,0,1,0,1,8,1.86460427135678
"4743",4887,"Maruti Vitara Brezza ZDi Plus","Kochi",2018,57078,"First",24.3,1248,88.5,5,11.58,10.19,1,0,0,1,6,0.231666666666667
"4744",4888,"Honda Amaze S i-Dtech","Kochi",2016,47471,"First",25.8,1498,98.6,5,20.9168341708543,5.25,1,0,0,1,8,1.95835427135678
"4745",4889,"Mercedes-Benz M-Class ML 250 CDI","Hyderabad",2014,50000,"First",15.26,2143,203.2,5,20.9168341708543,45,1,0,1,0,10,-2.40831658291457
"4746",4890,"Hyundai i20 Sportz Diesel","Ahmedabad",2010,62000,"First",23,1396,90,5,20.9168341708543,2.7,1,0,0,1,14,1.30120244077531
"4747",4891,"Hyundai i10 Era","Coimbatore",2013,65807,"First",19.81,1086,68.05,5,20.9168341708543,3.39,0,1,0,1,11,1.59334856098675
"4748",4892,"Maruti Swift Dzire VDI","Hyderabad",2014,81768,"First",26.59,1248,74,5,20.9168341708543,5.69,1,0,0,1,10,1.52268341708543
"4749",4893,"BMW Z4 2009-2013 Roadster 2.5i","Kochi",2018,9952,"First",10.37,2979,306,2,20.9168341708543,58.54,0,1,1,0,6,-6.27052763819095
"4750",4894,"Maruti Baleno Alpha Diesel","Hyderabad",2017,24000,"First",27.39,1248,74,5,10.63,8.4,1,0,0,1,7,0.318571428571429
"4751",4895,"Chevrolet Beat Diesel","Hyderabad",2012,72921,"First",25.44,936,57.6,5,20.9168341708543,2.5,1,0,0,1,12,1.53473618090452
"4752",4896,"Honda Brio V MT","Pune",2012,59000,"First",19.4,1198,86.8,5,20.9168341708543,3.25,0,1,0,1,12,1.47223618090452
"4753",4897,"Ford Figo Diesel Titanium","Mumbai",2014,33000,"Second",20,1399,68.05,5,20.9168341708543,3.25,1,0,0,1,10,1.76668341708543
"4754",4898,"Maruti Celerio VXI AT","Pune",2016,36789,"First",23.1,998,67.04,5,20.9168341708543,4.25,0,1,1,0,8,2.08335427135678
"4755",4899,"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Jaipur",2014,41000,"First",14.84,2143,170,5,20.9168341708543,18.5,1,0,1,0,10,0.241683417085427
"4756",4901,"Honda Brio S MT","Jaipur",2015,46650,"First",19.4,1198,86.8,5,20.9168341708543,4.25,0,1,0,1,9,1.85187046342825
"4757",4902,"Maruti Baleno Alpha CVT","Mumbai",2018,3000,"First",21.4,1197,83.1,5,10.3,8.85,0,1,1,0,6,0.241666666666667
"4758",4903,"Hyundai EON Sportz","Coimbatore",2014,14799,"First",21.1,814,55.2,5,20.9168341708543,4.14,0,1,0,1,10,1.67768341708543
"4759",4905,"Hyundai i20 1.4 CRDi Sportz","Hyderabad",2015,68525,"First",23,1396,90,5,20.9168341708543,7,1,0,0,1,9,1.5463149078727
"4760",4906,"Ford Endeavour 3.2 Titanium AT 4X4","Hyderabad",2018,15000,"First",10.91,3198,197,7,20.9168341708543,33,1,0,1,0,6,-2.01386097152429
"4761",4907,"Honda City i-VTEC VX","Ahmedabad",2017,29000,"First",17.4,1497,117.3,5,12.68,10,0,1,0,1,7,0.382857142857143
"4762",4908,"Maruti SX4 ZDI","Kochi",2012,77407,"Second",21.5,1248,88.8,5,20.9168341708543,3.53,1,0,0,1,12,1.44890284757119
"4763",4909,"Chevrolet Optra Magnum 1.6 LS Petrol","Jaipur",2007,118000,"First",12.9,1598,102.5,5,20.9168341708543,1.35,0,1,0,1,17,1.15099024534437
"4764",4910,"Volkswagen Vento Diesel Highline","Delhi",2013,75000,"First",20.54,1598,103.6,5,20.9168341708543,4.5,1,0,0,1,11,1.49243947007766
"4765",4911,"Honda City V MT","Pune",2012,69000,"First",16.8,1497,116.3,5,20.9168341708543,4.9,0,1,0,1,12,1.33473618090452
"4766",4912,"Hyundai Creta 1.6 CRDi SX Option","Kochi",2016,52553,"First",19.67,1582,126.2,5,20.9168341708543,12.26,1,0,0,1,8,1.08210427135678
"4767",4913,"Hyundai Xcent 1.1 CRDi SX","Mumbai",2014,58000,"Second",24.4,1120,71,5,20.9168341708543,3.99,1,0,0,1,10,1.69268341708543
"4768",4914,"Mercedes-Benz GLC 220d 4MATIC Style","Mumbai",2017,24000,"First",17.9,2143,170,5,59.77,46.95,1,0,1,0,7,1.83142857142857
"4769",4915,"Ford Figo Diesel EXI","Hyderabad",2015,65542,"First",20,1399,68,5,20.9168341708543,3.8,1,0,0,1,9,1.90187046342825
"4770",4916,"Volkswagen Jetta 2007-2011 2.0 TDI Trendline","Ahmedabad",2013,68008,"Second",15,1896,105,5,20.9168341708543,6.75,1,0,0,1,11,1.28789401553221
"4771",4917,"Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,22251,"First",18.49,1493,100,7,20.9168341708543,8.75,1,0,0,1,7,1.7381191672649
"4772",4918,"Ford Ecosport 1.5 Ti VCT MT Titanium","Chennai",2013,55000,"Second",15.8,1499,110,5,20.9168341708543,5.2,0,1,0,1,11,1.4288031064413
"4773",4919,"Hyundai Verna 1.6 SX VTVT (O)","Kochi",2017,19387,"First",17.1,1591,121.3,5,20.9168341708543,8.42,0,1,0,1,7,1.78526202440775
"4774",4921,"Hyundai i20 Sportz 1.2","Mumbai",2016,24001,"First",18.6,1197,81.83,5,20.9168341708543,5.75,0,1,0,1,8,1.89585427135678
"4775",4922,"Audi A4 New 2.0 TDI Multitronic","Kolkata",2008,17000,"First",15.2,1968,140.8,5,20.9168341708543,9.75,1,0,1,0,16,0.697927135678392
"4776",4923,"Nissan Micra Active XV S","Delhi",2015,28500,"First",19.49,1198,67.04,5,20.9168341708543,3.5,0,1,0,1,9,1.93520379676159
"4777",4924,"Mercedes-Benz M-Class ML 250 CDI","Jaipur",2014,66000,"First",15.26,2143,203.2,5,20.9168341708543,30,1,0,1,0,10,-0.908316582914573
"4778",4925,"Land Rover Discovery Sport TD4 S","Delhi",2017,22000,"First",12.83,2179,147.5,5,20.9168341708543,35,1,0,1,0,7,-2.0118808327351
"4779",4926,"Hyundai Creta 1.6 SX Option Executive","Coimbatore",2018,44383,"First",15.8,1591,121.3,5,17.7,13.25,0,1,0,1,6,0.741666666666667
"4780",4927,"Skoda Rapid 1.6 TDI Active","Mumbai",2013,45000,"First",20.5,1598,103.5,5,20.9168341708543,3.65,1,0,0,1,11,1.56971219735039
"4781",4928,"Maruti Swift Dzire VDI","Jaipur",2015,58000,"First",23.4,1248,74,5,20.9168341708543,5.25,1,0,0,1,9,1.74075935231714
"4782",4929,"Hyundai Creta 1.6 SX","Delhi",2016,69000,"First",15.8,1591,121.3,5,14.23,9.7,0,1,0,1,8,0.56625
"4783",4930,"Hyundai Grand i10 CRDi Sportz","Coimbatore",2017,60993,"First",24,1120,70,5,20.9168341708543,5.21,1,0,0,1,7,2.24383345297918
"4784",4931,"Mahindra TUV 300 T8","Pune",2016,67000,"First",18.49,1493,100,7,20.9168341708543,6.3,1,0,0,1,8,1.82710427135678
"4785",4932,"Hyundai Grand i10 CRDi Sportz","Kochi",2014,51134,"First",24,1120,70,5,20.9168341708543,4.72,1,0,0,1,10,1.61968341708543
"4786",4933,"BMW X5 xDrive 30d","Chennai",2011,55000,"Second",11.7,2993,245,5,20.9168341708543,28,1,0,1,0,13,-0.544858909934287
"4787",4934,"Maruti Dzire AMT VDI","Coimbatore",2018,25082,"First",28.4,1248,73.75,5,9.62,8.37,1,0,1,0,6,0.208333333333333
"4788",4935,"Toyota Fortuner 4x4 MT","Delhi",2012,68350,"First",12.55,2982,168.5,7,20.9168341708543,14,1,0,0,1,12,0.576402847571189
"4789",4936,"Audi A6 2011-2015 35 TDI Technology","Hyderabad",2015,50000,"First",17.68,1968,174.33,5,20.9168341708543,36,1,0,1,0,9,-1.67590731434953
"4790",4937,"Honda Jazz 1.5 V i DTEC","Pune",2015,97000,"First",27.3,1498,98.6,5,20.9168341708543,6.4,1,0,0,1,9,1.61298157453936
"4791",4938,"Audi Q7 4.2 TDI Quattro Technology","Coimbatore",2015,56238,"First",11.33,4134,335.2,7,20.9168341708543,51.69,1,0,1,0,9,-3.41924064768286
"4792",4939,"Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV","Jaipur",2014,72618,"First",12.05,2179,120,7,20.9168341708543,8,1,0,0,1,10,1.29168341708543
"4793",4940,"Chevrolet Cruze LTZ","Hyderabad",2012,62005,"First",18.3,1991,147.9,5,20.9168341708543,9.8,1,0,0,1,12,0.926402847571189
"4794",4941,"Chevrolet Beat Diesel LT","Hyderabad",2012,61250,"First",25.44,936,57.6,5,20.9168341708543,2.7,1,0,0,1,12,1.51806951423786
"4795",4942,"Audi A4 35 TDI Premium Plus","Coimbatore",2014,28469,"First",18.25,1968,187.74,5,53.14,24.37,1,0,1,0,10,2.877
"4796",4943,"Skoda Rapid 1.6 MPI AT Style","Kochi",2018,21488,"First",14.3,1598,103.52,5,20.9168341708543,9.72,0,1,1,0,6,1.86613902847571
"4797",4944,"Maruti Swift Dzire VDI","Pune",2014,197000,"First",23.4,1248,74,5,20.9168341708543,5,1,0,0,1,10,1.59168341708543
"4798",4945,"Toyota Fortuner 3.0 Diesel","Pune",2009,138205,"Second",11.5,2982,171,7,20.9168341708543,10.5,1,0,0,1,15,0.694455611390285
"4799",4946,"Maruti Swift VDI","Jaipur",2012,160000,"Second",22.9,1248,74,5,20.9168341708543,3.9,1,0,0,1,12,1.41806951423786
"4800",4947,"Honda City 1.5 V MT Exclusive","Coimbatore",2012,67590,"First",17,1497,118,5,20.9168341708543,5.65,0,1,0,1,12,1.27223618090452
"4801",4948,"Mercedes-Benz M-Class ML 250 CDI","Mumbai",2012,52000,"First",15.26,2143,203.2,5,20.9168341708543,29.95,1,0,1,0,12,-0.752763819095477
"4802",4949,"Maruti Swift Ldi BSIII","Bangalore",2008,100000,"Second",17.8,1248,75,5,20.9168341708543,3,1,0,0,1,16,1.11980213567839
"4803",4950,"Ford Aspire Titanium Diesel","Kolkata",2017,60048,"First",26.1,1498,99,5,8.91,6,1,0,0,1,7,0.415714285714286
"4804",4951,"Hyundai i10 Sportz","Mumbai",2009,48000,"First",20.36,1197,78.9,5,20.9168341708543,2.11,0,1,0,1,15,1.25378894472362
"4806",4953,"Maruti Alto LXi","Jaipur",2011,100000,"First",19.7,796,46.3,5,20.9168341708543,1.5,0,1,0,1,13,1.49360262852725
"4807",4955,"Maruti Swift VXI BSIV","Bangalore",2006,80010,"Second",20.4,1197,81.8,5,20.9168341708543,2.85,0,1,0,1,18,1.0037130094919
"4808",4956,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Coimbatore",2017,26493,"First",19.27,2143,170,5,20.9168341708543,33.64,1,0,1,0,7,-1.81759511844939
"4809",4957,"Tata Indica V2 DLE BSIII","Hyderabad",2011,96000,"Second",17.88,1396,52.8,5,20.9168341708543,0.91,1,0,0,1,13,1.53898724391187
"4810",4958,"Maruti Alto 800 VXI","Jaipur",2014,45700,"Second",22.74,796,47.3,5,20.9168341708543,2.42,0,1,0,1,10,1.84968341708543
"4811",4959,"Skoda Superb 2.8 V6 AT","Kolkata",2005,13000,"First",9.3,2771,193.1,5,20.9168341708543,3.25,0,1,1,0,19,0.929833377413383
"4812",4960,"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2013,38000,"First",16.47,1198,73.9,5,20.9168341708543,2.8,0,1,0,1,11,1.64698492462312
"4813",4961,"Maruti Dzire AMT ZXI Plus","Coimbatore",2019,8018,"First",22,1197,81.8,5,10.26,8.3,0,1,1,0,5,0.392
"4814",4962,"Mahindra Scorpio VLX","Bangalore",2010,144400,"Third",12.05,2179,120,8,20.9168341708543,5.25,1,0,0,1,14,1.11905958363245
"4815",4963,"Maruti Swift Vdi BSIII","Jaipur",2010,152000,"First",17.8,1248,75,5,20.9168341708543,2.9,1,0,0,1,14,1.28691672648959
"4816",4964,"BMW 3 Series 320d Prestige","Pune",2013,71000,"First",18.88,1995,184,5,20.9168341708543,15,1,0,1,0,11,0.537894015532207
"4817",4965,"Tata Nano STD SE","Jaipur",2012,80000,"Second",25.4,624,37.5,4,20.9168341708543,0.53,0,1,0,1,12,1.69890284757119
"4818",4966,"Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai",2014,87143,"First",12.99,2494,100,8,20.9168341708543,12.5,1,0,0,1,10,0.841683417085427
"4819",4967,"Honda Brio S Option MT","Mumbai",2012,25000,"First",18.4,1198,86.8,5,20.9168341708543,2.75,0,1,0,1,12,1.51390284757119
"4820",4968,"Tata Tiago AMT 1.2 Revotron XZA","Pune",2018,2000,"First",23.84,1199,83.83,5,6.94,5,0,1,1,0,6,0.323333333333333
"4821",4969,"Mahindra Scorpio SLE BSIV","Kochi",2014,45239,"First",12.05,2179,120,8,20.9168341708543,7.09,1,0,0,1,10,1.38268341708543
"4822",4970,"BMW 5 Series 2003-2012 525d","Hyderabad",2011,101999,"First",16.73,1995,218,5,20.9168341708543,19.99,1,0,1,0,13,0.0712949362195596
"4823",4971,"Toyota Corolla Altis D-4D GL","Mumbai",2014,74219,"First",21.43,1364,87.2,5,20.9168341708543,10.75,1,0,0,1,10,1.01668341708543
"4824",4972,"Honda City i VTEC CVT VX","Mumbai",2016,25000,"First",18,1497,117.3,5,20.9168341708543,9.45,0,1,1,0,8,1.43335427135678
"4825",4973,"Hyundai Verna CRDi 1.6 SX Option","Hyderabad",2008,109606,"First",22,1582,126.2,5,15.59,2.9,1,0,0,1,16,0.793125
"4826",4974,"Maruti Swift Dzire VDI Optional","Kolkata",2015,36000,"First",26.59,1248,74,5,20.9168341708543,4.7,1,0,0,1,9,1.80187046342825
"4827",4975,"Maruti Ciaz ZXi","Coimbatore",2016,41810,"First",20.73,1373,91.1,5,20.9168341708543,7.11,0,1,0,1,8,1.72585427135678
"4828",4976,"Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,93321,"First",22.7,1498,89.84,5,20.9168341708543,6.25,1,0,0,1,10,1.46668341708543
"4829",4977,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2011,81000,"First",20.92,998,67.1,5,20.9168341708543,2.2,0,1,0,1,13,1.4397564746811
"4830",4978,"Honda Amaze V CVT Petrol","Kochi",2019,25717,"First",19,1199,88.76,5,9.47,8.86,0,1,1,0,5,0.122
"4831",4979,"Mahindra XUV500 W6 2WD","Delhi",2015,37000,"First",15.1,2179,140,7,20.9168341708543,9.3,1,0,0,1,9,1.29075935231714
"4832",4980,"Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,56380,"First",18.49,1493,100,7,20.9168341708543,7.57,1,0,0,1,7,1.90669059583632
"4833",4981,"Honda Jazz VX","Chennai",2017,8000,"First",18.2,1199,88.7,5,9.1,7.9,0,1,0,1,7,0.171428571428571
"4834",4982,"Maruti Swift VXI BSIII W/ ABS","Kochi",2018,14589,"First",16.1,1298,88.2,5,20.9168341708543,5.65,0,1,0,1,6,2.54447236180905
"4835",4983,"Volkswagen Polo Petrol Highline 1.2L","Delhi",2013,65088,"First",16.47,1198,73.9,5,20.9168341708543,3.25,0,1,0,1,11,1.60607583371402
"4836",4984,"Hyundai Creta 1.6 SX Option Diesel","Coimbatore",2019,24864,"First",20.5,1582,126.2,5,19.18,16.27,1,0,0,1,5,0.582
"4837",4985,"Chevrolet Beat LS","Coimbatore",2011,64831,"First",18.6,1199,79.4,5,20.9168341708543,3.21,0,1,0,1,13,1.36206416698879
"4838",4986,"Honda Amaze VX i-DTEC","Kolkata",2013,38001,"First",25.8,1498,98.6,5,20.9168341708543,3.9,1,0,0,1,11,1.54698492462312
"4839",4987,"Mercedes-Benz E-Class 230 E AT","Mumbai",2008,77000,"Second",10,2496,157.7,5,20.9168341708543,6.5,0,1,1,0,16,0.901052135678392
"4840",4988,"BMW 5 Series 530d M Sport","Hyderabad",2016,27000,"First",18.59,2993,265,5,78.31,48,1,0,1,0,8,3.78875
"4841",4989,"Audi A3 35 TDI Premium Plus","Mumbai",2016,39000,"First",20.38,1968,143,5,42.89,18.9,1,0,1,0,8,2.99875
"4842",4990,"Maruti Swift Dzire VDI","Pune",2015,131000,"First",26.59,1248,74,5,20.9168341708543,3.6,1,0,0,1,9,1.92409268565047
"4843",4991,"Maruti Swift Dzire VDI","Kolkata",2015,43000,"First",26.59,1248,74,5,20.9168341708543,5.5,1,0,0,1,9,1.71298157453936
"4844",4992,"Toyota Innova 2.5 V Diesel 7-seater","Pune",2011,68000,"Second",12.8,2494,102,7,20.9168341708543,7,1,0,0,1,13,1.07052570545033
"4845",4993,"BMW X3 xDrive20d","Bangalore",2016,45165,"First",16.09,1995,184,5,20.9168341708543,41.75,1,0,1,0,8,-2.60414572864322
"4846",4994,"BMW 5 Series 2003-2012 525d","Hyderabad",2007,120000,"First",16.73,1995,218,5,20.9168341708543,10.5,1,0,1,0,17,0.612754951226722
"4847",4995,"Mahindra XUV500 W8 2WD","Coimbatore",2014,86091,"First",15.1,2179,140,7,20.9168341708543,10.09,1,0,0,1,10,1.08268341708543
"4848",4996,"Honda City 1.5 S MT","Delhi",2009,71499,"First",17,1497,118,5,20.9168341708543,3,0,1,0,1,15,1.19445561139028
"4849",4997,"Force One LX 4x4","Chennai",2014,50000,"First",17,2200,139.01,7,20.9168341708543,12,1,0,0,1,10,0.891683417085427
"4850",4998,"Volkswagen Polo 1.5 TDI Comfortline","Jaipur",2015,66000,"First",20.14,1498,88,5,9.56,4.91,1,0,0,1,9,0.516666666666667
"4851",4999,"Honda Jazz S","Kolkata",2010,45000,"First",16,1198,90,5,20.9168341708543,2,0,1,0,1,14,1.35120244077531
"4852",5000,"Toyota Etios Liva GD SP","Hyderabad",2015,69189,"First",23.59,1364,67.06,5,20.9168341708543,5.3,1,0,0,1,9,1.73520379676159
"4853",5001,"Nissan Terrano XV Premium 110 PS","Mumbai",2014,40206,"First",19.01,1461,108.5,5,20.9168341708543,7.22,1,0,0,1,10,1.36968341708543
"4854",5002,"BMW X3 xDrive 20d xLine","Kochi",2017,36723,"First",18.56,1995,190,5,64.76,32.57,1,0,1,0,7,4.59857142857143
"4855",5003,"Hyundai i20 1.2 Magna","Mumbai",2010,57500,"First",18.5,1197,80,5,20.9168341708543,2.75,0,1,0,1,14,1.29763101220388
"4856",5005,"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2011,52000,"First",17.8,1399,68,5,20.9168341708543,3.75,1,0,0,1,13,1.32052570545033
"4857",5006,"Honda City 1.5 V AT","Kochi",2014,60952,"First",16.8,1497,118,5,20.9168341708543,5.91,0,1,1,0,10,1.50068341708543
"4858",5007,"Maruti Swift VDI BSIV","Chennai",2013,87192,"First",25.2,1248,74,5,20.9168341708543,4.35,1,0,0,1,11,1.50607583371402
"4859",5008,"Hyundai Grand i10 CRDi SportZ Edition","Delhi",2014,58000,"First",24,1120,70,5,20.9168341708543,3.25,1,0,0,1,10,1.76668341708543
"4860",5009,"Audi Q7 45 TDI Quattro Technology","Pune",2017,59500,"First",14.75,2967,245,7,99.92,68,1,0,1,0,7,4.56
"4861",5010,"Volkswagen Ameo 1.2 MPI Highline 16 Alloy","Mumbai",2016,16650,"First",17,1198,74,5,20.9168341708543,5.5,0,1,0,1,8,1.92710427135678
"4862",5011,"Honda City i VTEC CVT VX","Kochi",2018,34696,"First",18,1497,117.3,5,20.9168341708543,12.08,0,1,1,0,6,1.47280569514238
"4863",5012,"Maruti Baleno Alpha 1.3","Kochi",2018,42243,"First",27.39,1248,74,5,20.9168341708543,7.48,1,0,0,1,6,2.23947236180905
"4864",5013,"Hyundai Grand i10 CRDi Sportz","Jaipur",2016,57824,"First",24,1120,70,5,20.9168341708543,5.5,1,0,0,1,8,1.92710427135678
"4865",5014,"Maruti Swift Dzire VDi","Jaipur",2011,110000,"First",19.3,1248,73.9,5,20.9168341708543,3.5,1,0,0,1,13,1.3397564746811
"4867",5016,"Land Rover Freelander 2 TD4 HSE","Delhi",2013,72000,"First",0,2179,115,5,20.9168341708543,15.5,1,0,1,0,11,0.492439470077661
"4868",5017,"Toyota Fortuner 3.0 Diesel","Hyderabad",2013,63455,"First",11.5,2982,171,7,20.9168341708543,19,1,0,0,1,11,0.174257651895843
"4869",5018,"Honda Jazz VX Diesel","Hyderabad",2017,17151,"First",27.3,1498,98.6,5,11.05,8.4,1,0,0,1,7,0.378571428571429
"4870",5019,"Maruti Vitara Brezza LDi Option","Pune",2016,31001,"First",24.3,1248,88.5,5,20.9168341708543,7.25,1,0,0,1,8,1.70835427135678
"4871",5020,"Maruti Swift Dzire VDI","Kolkata",2014,42109,"First",23.4,1248,74,5,20.9168341708543,4.25,1,0,0,1,10,1.66668341708543
"4872",5021,"Skoda Rapid 1.5 TDI AT Elegance","Delhi",2015,55000,"Second",21.66,1498,103.52,5,20.9168341708543,5.7,1,0,1,0,9,1.69075935231714
"4873",5022,"Land Rover Freelander 2 TD4 SE","Hyderabad",2013,46000,"Second",0,2179,115,5,20.9168341708543,26,1,0,1,0,11,-0.462105984467793
"4874",5023,"Maruti Alto 800 LXI","Hyderabad",2013,30852,"First",22.74,796,47.3,5,20.9168341708543,2.49,0,1,0,1,11,1.67516674280493
"4875",5024,"Volkswagen Polo Petrol Highline 1.2L","Pune",2011,65000,"Second",16.47,1198,73.9,5,20.9168341708543,3,0,1,0,1,13,1.37821801314264
"4876",5025,"Honda City i DTEC SV","Delhi",2015,65000,"First",26,1498,98.6,5,20.9168341708543,5.95,1,0,0,1,9,1.66298157453936
"4877",5026,"Maruti Swift Dzire LDI","Delhi",2013,72000,"First",23.4,1248,74,5,20.9168341708543,2.69,1,0,0,1,11,1.65698492462312
"4878",5027,"Audi A4 2.0 TDI 177 Bhp Technology Edition","Bangalore",2014,29000,"First",17.11,1968,174.33,5,20.9168341708543,26,1,0,1,0,10,-0.508316582914573
"4879",5028,"Honda City i VTEC VX","Kolkata",2015,32000,"First",17.8,1497,117.3,5,20.9168341708543,5.5,0,1,0,1,9,1.71298157453936
"4880",5029,"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2016,29875,"First",18.16,1196,86.8,5,20.9168341708543,4.85,0,1,0,1,8,2.00835427135678
"4881",5030,"Maruti Vitara Brezza LDi","Kochi",2018,32539,"First",24.3,1248,88.5,5,8.63,8.39,1,0,0,1,6,0.04
"4882",5031,"Renault Duster 110PS Diesel RxL","Hyderabad",2015,83090,"First",19.01,1461,108.45,5,20.9168341708543,7.99,1,0,0,1,9,1.4363149078727
"4883",5032,"Hyundai i20 Active 1.4 SX","Hyderabad",2016,62679,"First",21.19,1396,88.73,5,20.9168341708543,6.95,1,0,0,1,8,1.74585427135678
